NC Funcionário;ADMISSÃO;CARGO;DEMISSÃO;Tipo de Rescisão
223260;2017-04-17;Bombeiro Civil;2020-06-05;Demissão
226334;2018-02-20;Eletricista;2020-06-05;Demissão
232755;2019-11-13;Mecânico de Refrigeração;2020-06-05;Demissão
220605;2016-07-07;Auxiliar de Manutenção Mecânica;2020-06-02;Demissão
217380;2015-11-03;Auxiliar de Manutenção Mecânica;2020-06-02;Demissão
217456;2015-11-03;Hidráulico;2020-06-02;Demissão
226970;2018-05-14;Oficial de Manutenção;2020-06-02;Demissão
223337;2017-04-25;Mecânico de Refrigeração;2020-06-05;Demissão
227666;2018-07-04;Mecânico de Refrigeração;2020-06-02;Demissão
231945;2019-08-05;Auxiliar de Manutenção Geral;2020-06-03;Demissão
224568;2017-08-23;Oficial de Manutenção;2020-06-03;Demissão
230097;2019-02-04;Auxiliar Administrativo B;2020-06-19;Demissão
229251;2018-11-12;Supervisor Técnico;2020-06-22;Demissão
230261;2019-02-18;Técnico de Segurança do Trabalho;2020-06-10;Demissão
230092;2019-02-01;Eletricista;2020-06-22;Demissão
230890;2019-04-22;Auxiliar de Manutenção Elétrica;2020-06-08;Demissão
232626;2019-10-22;Oficial de Manutenção;2020-06-19;Demissão
229069;2018-10-29;Serralheiro;2020-06-19;Demissão
232856;2019-12-03;Hidráulico Industrial;2020-06-19;Demissão
224434;2017-08-08;Oficial de Manutenção;2020-06-22;Demissão
231169;2019-05-13;Serralheiro;2020-06-19;Demissão
221364;2016-10-17;Serralheiro;2020-06-19;Demissão
232037;2019-08-07;Oficial de Manutenção;2020-06-19;Demissão
232073;2019-08-09;Oficial de Manutenção;2020-06-19;Demissão
231277;2019-05-21;Oficial de Manutenção;2020-06-19;Demissão
233594;2020-03-06;Auxiliar de Manutenção Elétrica;2020-06-02;Demissão Antec. Contrato Experiência
231506;2019-06-21;Oficial de Manutenção;2020-06-23;Demissão
231132;2019-05-08;Marceneiro;2020-06-23;Demissão
229110;2018-11-06;Eletricista;2020-06-22;Demissão
233758;2020-03-18;Eletromecânico;2020-06-12;Demissão
230685;2019-03-27;Eletricista;2020-06-05;Demissão
229968;2019-01-18;Hidráulico;2020-06-05;Demissão
230781;2019-04-03;Mecânico de Refrigeração;2020-06-15;Pedido
230046;2019-01-24;Hidráulico;2020-06-12;Pedido
231070;2019-05-03;Oficial de Manutenção;2020-06-12;Demissão
228039;2018-08-06;Oficial de Manutenção;2020-06-10;Demissão
230056;2019-01-28;Auxiliar de Manutenção Mecânica;2020-06-04;Demissão
230511;2019-03-14;Mecânico de Refrigeração;2020-06-19;Demissão
226762;2018-04-17;Oficial de Manutenção;2020-06-07;Demissão
233272;2020-02-06;Pintor;2020-06-03;Pedido
226190;2018-02-08;Auxiliar de Manutenção Elétrica;2020-06-08;Demissão
226345;2018-02-07;Eletricista;2020-06-09;Demissão
210997;2013-08-07;Pintor;2020-06-08;Demissão
226194;2018-02-08;Oficial de Manutenção;2020-06-08;Demissão
226165;2018-02-08;Pintor;2020-06-08;Demissão
231367;2019-06-04;Eletricista;2020-06-08;Demissão
226208;2018-02-08;Oficial de Manutenção;2020-06-08;Demissão
227281;2018-06-13;Auxiliar de Movimentação;2020-06-18;Pedido
227400;2018-06-18;Auxiliar de Movimentação;2020-06-01;Pedido
230254;2019-02-15;Aprendiz - Área Administrativa;2020-06-14;Termino de Contrato
220041;2016-05-10;Supervisor Técnico;2020-06-10;Demissão
227500;2018-06-22;Eletricista;2020-06-05;Demissão
227501;2018-06-22;Eletricista;2020-06-08;Demissão
226434;2018-03-06;Auxiliar de Manutenção Geral;2020-06-10;Demissão
227563;2018-07-01;Auxiliar de Manutenção Geral;2020-06-05;Demissão
230850;2019-04-10;Auxiliar de Manutenção Geral;2020-06-05;Demissão
227664;2018-07-04;Pintor;2020-06-05;Demissão
227605;2018-07-01;Pintor;2020-06-10;Demissão
227600;2018-07-01;Auxiliar de Manutenção Geral;2020-06-05;Demissão
227663;2018-07-04;Pintor;2020-06-05;Demissão
227614;2018-07-01;Pintor;2020-06-05;Demissão
227639;2018-07-03;Pintor;2020-06-10;Demissão
227617;2018-07-01;Auxiliar de Manutenção Geral;2020-06-08;Demissão
227636;2018-07-03;Pedreiro;2020-06-10;Demissão
230961;2019-04-18;Hidráulico;2020-06-05;Demissão
232706;2019-11-06;Auxiliar de Manutenção Mecânica;2020-06-05;Demissão
231065;2019-05-03;Hidráulico;2020-06-05;Demissão
232366;2019-09-06;Auxiliar de Manutenção Geral;2020-06-05;Demissão
232475;2019-09-26;Pintor;2020-06-05;Demissão
208047;2012-01-14;Mecânico de Refrigeração;2020-06-05;Demissão
218958;2016-02-10;Encarregado Técnico;2020-06-17;Demissão
232878;2019-12-05;Oficial de Manutenção;2020-06-03;Demissão
230036;2019-01-24;Oficial de Manutenção;2020-06-05;Demissão
230751;2019-04-01;Bombeiro Civil;2020-06-08;Demissão
230753;2019-04-01;Bombeiro Civil;2020-06-19;Demissão
231071;2019-05-03;Mecânico de Refrigeração;2020-06-16;Demissão
232727;2019-11-08;Auxiliar Administrativo B;2020-06-05;Demissão
229521;2018-12-10;Técnico de Refrigeração;2020-06-05;Demissão
229652;2018-12-18;Auxiliar de Manutenção Mecânica;2020-06-05;Demissão
229650;2018-12-18;Eletricista;2020-06-05;Demissão
232393;2019-09-13;Auxiliar de Manutenção Elétrica;2020-06-05;Demissão
229649;2018-12-18;Auxiliar de Manutenção Elétrica;2020-06-05;Demissão
229532;2018-12-10;Oficial de Manutenção;2020-06-05;Demissão
229538;2018-12-10;Auxiliar de Manutenção Geral;2020-06-05;Demissão
229559;2018-12-10;Auxiliar de Manutenção Geral;2020-06-05;Demissão
228743;2018-10-01;Encarregado Técnico;2020-06-19;Demissão
231759;2019-07-23;Oficial de Manutenção;2020-06-07;Demissão
225697;2017-12-02;Eletricista;2020-06-03;Demissão
232443;2019-09-18;Analista Juridico;2020-06-08;Demissão
230392;2019-03-01;Aprendiz;2020-06-30;Termino de Contrato
217226;2015-10-22;Analista de Recursos Humanos Junior;2020-06-01;Demissão
230397;2019-03-01;Aprendiz;2020-06-30;Termino de Contrato
215576;2015-03-23;Comprador B;2020-06-05;Demissão
229555;2018-12-10;Analista de Recursos Humanos Junior;2020-06-01;Demissão
233675;2020-03-12;Auxiliar Administrativo A;2020-06-01;Demissão Antec. Contrato Experiência
223271;2017-04-18;Auxiliar de Limpeza B;2020-06-12;Demissão
230672;2019-03-27;Auxiliar de Limpeza / Banheirista;2020-06-03;Demissão
212782;2014-04-03;Auxiliar de Jardinagem;2020-06-03;Demissão
231557;2019-07-03;Auxiliar de Limpeza B;2020-06-22;Demissão
230267;2019-02-18;Aprendiz - Área Administrativa;2020-06-17;Termino de Contrato
230270;2019-02-18;Aprendiz - Área Administrativa;2020-06-17;Termino de Contrato
221667;2016-11-14;Auxiliar de Limpeza B;2020-06-05;Demissão
232431;2019-09-16;Porteiro;2020-06-17;Demissão
228592;2018-09-10;Auxiliar de Limpeza B;2020-06-10;Demissão
230215;2019-02-11;Auxiliar de Limpeza B;2020-06-10;Demissão
226999;2018-05-17;Auxiliar de Limpeza B;2020-06-17;Demissão
206422;2011-03-04;Auxiliar de Limpeza B;2020-06-25;Demissão
232599;2019-10-15;Auxiliar de Limpeza B;2020-06-25;Demissão
231425;2019-06-11;Auxiliar de Limpeza B;2020-06-12;Demissão
228448;2018-08-17;Auxiliar de Limpeza B;2020-06-01;Demissão
227750;2018-07-19;Líder de Limpeza;2020-06-22;Demissão
217393;2015-11-03;Encarregado de Serviços B;2020-06-05;Demissão
217325;2015-11-03;Encarregado de Serviços B;2020-06-01;Demissão
226588;2018-03-21;Auxiliar de Limpeza B;2020-06-01;Demissão
226210;2018-02-08;Auxiliar de Limpeza B;2020-06-17;Demissão
220185;2016-05-20;Auxiliar de Limpeza B;2020-06-03;Demissão
219803;2016-04-08;Auxiliar de Limpeza B;2020-06-05;Demissão
217320;2015-11-03;Encarregado de Serviços B;2020-06-01;Demissão
219719;2016-04-01;Operador de Máquina;2020-06-05;Demissão
217317;2015-11-03;Auxiliar de Limpeza B;2020-06-03;Demissão
223694;2017-05-23;Auxiliar de Limpeza B;2020-06-03;Demissão
224387;2017-08-01;Auxiliar de Limpeza B;2020-06-05;Demissão
226206;2018-02-08;Auxiliar de Limpeza B;2020-06-01;Demissão
221258;2016-10-03;Operador de Máquina;2020-06-03;Demissão
40512;2003-01-02;Encarregado de Serviços B;2020-06-05;Demissão
217343;2015-11-03;Copeira A;2020-06-03;Demissão
221701;2016-11-14;Auxiliar de Limpeza B;2020-06-01;Demissão
217377;2015-11-03;Encarregado de Serviços B;2020-06-12;Demissão
221034;2016-09-05;Auxiliar de Limpeza B;2020-06-01;Demissão
226557;2018-03-16;Auxiliar de Limpeza B;2020-06-05;Demissão
232564;2019-10-08;Auxiliar de Limpeza B;2020-06-05;Demissão
230271;2019-02-18;Auxiliar de Limpeza B;2020-06-01;Demissão
230326;2019-02-22;Auxiliar de Limpeza B;2020-06-01;Demissão
220174;2016-05-20;Auxiliar de Limpeza B;2020-06-03;Demissão
230104;2019-02-04;Aprendiz - Área Administrativa;2020-06-03;Termino de Contrato
230166;2019-02-05;Aprendiz - Área Administrativa;2020-06-04;Termino de Contrato
226393;2018-02-26;Auxiliar de Limpeza B;2020-06-05;Demissão
231111;2019-05-08;Encarregado de Serviços B;2020-06-08;Demissão
229425;2018-12-03;Auxiliar de Limpeza B;2020-06-05;Demissão
231452;2019-06-14;Auxiliar de Limpeza B;2020-06-10;Demissão
225712;2017-12-05;Auxiliar de Limpeza B;2020-06-05;Demissão
230290;2019-02-19;Auxiliar de Limpeza B;2020-06-05;Demissão
203671;2008-10-16;Auxiliar de Limpeza B;2020-06-08;Demissão
230564;2019-03-20;Auxiliar de Limpeza B;2020-06-05;Demissão
226967;2018-05-12;Auxiliar de Limpeza B;2020-06-17;Demissão
224618;2017-08-31;Auxiliar de Limpeza B;2020-06-17;Demissão
229770;2019-01-02;Auxiliar de Limpeza B;2020-06-23;Demissão
231421;2019-06-11;Auxiliar de Limpeza B;2020-06-09;Demissão
232528;2019-10-02;Auxiliar de Limpeza B;2020-06-26;Demissão
224543;2017-08-22;Auxiliar de Limpeza B;2020-06-09;Demissão
229174;2018-11-09;Auxiliar de Limpeza B;2020-06-09;Demissão
230767;2019-04-02;Auxiliar de Limpeza B;2020-06-10;Demissão
233499;2020-03-03;Auxiliar de Limpeza B;2020-06-05;Demissão
232500;2019-10-01;Recepcionista A;2020-06-05;Demissão
233591;2020-03-06;Auxiliar de Limpeza B;2020-06-01;Demissão Antec. Contrato Experiência
233967;2020-05-05;Auxiliar de Limpeza B;2020-06-17;Pedido antecipado do contrato experiência
225074;2017-09-29;Auxiliar de Limpeza B;2020-06-18;Demissão
232409;2019-09-16;Auxiliar de Limpeza / Banheirista;2020-06-04;Demissão
233027;2020-01-06;Auxiliar de Limpeza / Banheirista;2020-06-08;Pedido
225053;2017-09-29;Auxiliar de Limpeza B;2020-06-04;Demissão
225055;2017-09-29;Auxiliar de Limpeza B;2020-06-04;Demissão
229352;2018-11-26;Auxiliar de Limpeza B;2020-06-04;Demissão
230339;2019-02-25;Auxiliar de Limpeza B;2020-06-04;Demissão
226825;2018-04-25;Líder de Limpeza;2020-06-04;Demissão
224991;2017-09-29;Jardineiro;2020-06-04;Demissão
226065;2018-02-01;Auxiliar de Limpeza B;2020-06-06;Demissão
232759;2019-11-13;Auxiliar de Limpeza B;2020-06-05;Demissão
232924;2019-12-10;Auxiliar de Limpeza B;2020-06-06;Demissão
226236;2018-02-08;Auxiliar de Limpeza B;2020-06-05;Demissão
220128;2016-05-16;Auxiliar de Limpeza B;2020-06-05;Demissão
228574;2018-09-06;Auxiliar de Limpeza B;2020-06-05;Demissão
232757;2019-11-13;Auxiliar de Limpeza B;2020-06-05;Demissão
226204;2018-02-08;Auxiliar de Limpeza B;2020-06-05;Demissão
217373;2015-11-03;Auxiliar de Limpeza B;2020-06-05;Demissão
223461;2017-05-03;Encarregado de Serviços A;2020-06-08;Demissão
232554;2019-10-04;Auxiliar de Limpeza B;2020-06-05;Demissão
226691;2018-04-06;Auxiliar de Limpeza B;2020-06-05;Demissão
232316;2019-09-03;Auxiliar de Limpeza B;2020-06-04;Demissão
227658;2018-07-05;Líder de Limpeza;2020-06-06;Demissão
231144;2019-05-09;Auxiliar de Limpeza B;2020-06-08;Demissão
226221;2018-02-08;Auxiliar de Limpeza B;2020-06-06;Demissão
226201;2018-02-08;Auxiliar de Limpeza B;2020-06-08;Demissão
232760;2019-11-13;Auxiliar de Limpeza B;2020-06-04;Demissão
232204;2019-08-22;Auxiliar de Limpeza B;2020-06-06;Demissão
226195;2018-02-08;Auxiliar de Limpeza B;2020-06-06;Demissão
227864;2018-08-02;Auxiliar de Limpeza B;2020-06-06;Demissão
229781;2019-01-04;Auxiliar de Limpeza B;2020-06-06;Demissão
232207;2019-08-22;Auxiliar de Limpeza B;2020-06-04;Demissão
228656;2018-09-18;Auxiliar de Limpeza B;2020-06-06;Demissão
226176;2018-02-07;Auxiliar de Limpeza B;2020-06-15;Pedido
228208;2018-08-14;Líder de Limpeza;2020-06-05;Demissão
226197;2018-02-08;Auxiliar de Limpeza B;2020-06-06;Demissão
231581;2019-07-03;Auxiliar de Limpeza B;2020-06-09;Demissão
230165;2019-02-05;Aprendiz - Área Administrativa;2020-06-04;Termino de Contrato
215327;2015-02-24;Auxiliar de Limpeza B;2020-06-06;Demissão
232999;2019-12-17;Auxiliar de Limpeza B;2020-06-01;Demissão
227768;2018-07-19;Auxiliar de Limpeza B;2020-06-05;Demissão
228229;2018-08-14;Técnico de Segurança do Trabalho;2020-06-18;Demissão
228659;2018-09-17;Limpador de Vidros B;2020-06-19;Pedido
233428;2020-02-21;Operador de Máquina;2020-06-01;Justa Causa
228307;2018-08-15;Auxiliar de Limpeza / Banheirista;2020-06-01;Pedido
228216;2018-08-14;Auxiliar de Limpeza / Banheirista;2020-06-18;Demissão
228374;2018-08-15;Auxiliar de Limpeza / Banheirista;2020-06-03;Demissão
232454;2019-09-24;Auxiliar de Limpeza B;2020-06-04;Pedido
230631;2019-03-25;Auxiliar de Limpeza B;2020-06-09;Justa Causa
231482;2019-06-21;Auxiliar de Limpeza B;2020-06-17;Demissão
233688;2020-03-13;Auxiliar de Limpeza B;2020-06-09;Justa Causa
228111;2018-08-08;Líder de Limpeza;2020-06-03;Demissão
233371;2020-02-21;Auxiliar de Limpeza B;2020-06-01;Justa Causa
233734;2020-03-18;Auxiliar de Limpeza B;2020-06-08;Pedido antecipado do contrato experiência
229451;2018-12-05;Auxiliar de Limpeza B;2020-06-05;Pedido
232481;2019-09-26;Auxiliar de Limpeza B;2020-06-04;Demissão
232615;2019-10-17;Auxiliar de Limpeza B;2020-06-01;Justa Causa
232889;2019-12-06;Auxiliar de Limpeza B;2020-06-01;Justa Causa
231288;2019-05-22;Auxiliar de Limpeza B;2020-06-17;Justa Causa
227923;2018-08-01;Supervisor de Serviços B;2020-06-05;Demissão
230772;2019-04-03;Auxiliar de Limpeza B;2020-06-05;Demissão
230634;2019-03-25;Auxiliar de Limpeza B;2020-06-03;Demissão
229590;2018-12-12;Auxiliar de Limpeza B;2020-06-04;Demissão
228348;2018-08-15;Auxiliar de Limpeza / Banheirista;2020-06-17;Demissão
217658;2015-12-01;Auxiliar de Limpeza B;2020-06-05;Demissão
230430;2019-03-07;Auxiliar de Limpeza B;2020-06-05;Demissão
230561;2019-03-20;Auxiliar de Limpeza B;2020-06-05;Demissão
226238;2018-02-08;Auxiliar de Limpeza B;2020-06-05;Demissão
225123;2017-10-04;Auxiliar de Limpeza B;2020-06-05;Demissão
231537;2019-06-26;Mensageiro;2020-06-05;Demissão
228919;2018-10-19;Encarregado de Serviços B;2020-06-05;Demissão
231010;2019-04-23;Auxiliar de Limpeza B;2020-06-05;Demissão
228903;2018-10-19;Auxiliar de Limpeza B;2020-06-05;Demissão
223346;2017-05-02;Auxiliar Administrativo B;2020-06-12;Demissão
232782;2019-11-19;Auxiliar de Limpeza B;2020-06-12;Demissão
231464;2019-06-18;Auxiliar de Limpeza B;2020-06-12;Demissão
231097;2019-05-07;Auxiliar de Limpeza B;2020-06-26;Demissão
227046;2018-05-25;Auxiliar de Limpeza B;2020-06-25;Demissão
231254;2019-05-20;Auxiliar de Limpeza B;2020-06-01;Demissão
229186;2018-11-12;Auxiliar de Limpeza B;2020-06-01;Demissão
229222;2018-11-12;Auxiliar de Limpeza B;2020-06-01;Demissão
231256;2019-05-20;Auxiliar de Limpeza B;2020-06-01;Demissão
232932;2019-12-11;Auxiliar de Limpeza B;2020-06-18;Pedido
229510;2018-12-10;Auxiliar de Limpeza B;2020-06-05;Demissão
231588;2019-07-03;Auxiliar de Limpeza B;2020-06-05;Demissão
230723;2019-04-01;Auxiliar de Serviços Gerais;2020-06-07;Demissão
231960;2019-08-05;Auxiliar de Limpeza B;2020-06-08;Demissão
220181;2016-05-25;Líder de Limpeza;2020-06-08;Demissão
231961;2019-08-05;Auxiliar de Limpeza B;2020-06-08;Demissão
231745;2019-07-22;Auxiliar de Limpeza B;2020-06-08;Demissão
231734;2019-07-22;Jardineiro;2020-06-08;Demissão
231737;2019-07-22;Operador de Máquina;2020-06-08;Demissão
231742;2019-07-22;Auxiliar de Limpeza B;2020-06-08;Demissão
217400;2015-11-03;Auxiliar de Limpeza B;2020-06-08;Demissão
230823;2019-04-08;Técnico de Segurança do Trabalho;2020-06-12;Pedido
216304;2015-05-28;Eletricista;2020-06-01;Justa Causa
230608;2019-03-22;Comprador B;2020-06-05;Demissão
232362;2019-09-06;Analista Administrativo;2020-06-05;Demissão
229014;2018-10-30;Eletromecânico;2020-06-09;Demissão
216558;2015-07-01;Eletromecânico;2020-06-09;Demissão
219318;2016-03-09;Eletromecânico;2020-06-09;Demissão
216577;2015-07-01;Eletromecânico;2020-06-09;Demissão
216597;2015-07-06;Eletromecânico;2020-06-17;Demissão
216584;2015-07-01;Eletromecânico;2020-06-09;Demissão
216582;2015-07-01;Eletromecânico;2020-06-09;Demissão
216580;2015-07-01;Eletromecânico;2020-06-09;Demissão
216579;2015-07-01;Eletromecânico;2020-06-09;Demissão
216581;2015-07-01;Eletromecânico;2020-06-09;Demissão
220547;2016-07-04;Eletromecânico;2020-06-09;Demissão
224215;2017-07-17;Oficial de Manutenção;2020-06-01;Demissão
223350;2017-04-26;Líder de Limpeza;2020-06-05;Demissão
223281;2017-04-18;Auxiliar de Limpeza B;2020-06-05;Demissão
226552;2018-03-15;Auxiliar de Limpeza B;2020-06-05;Demissão
227431;2018-06-20;Auxiliar de Limpeza B;2020-06-05;Demissão
232682;2019-11-04;Auxiliar de Limpeza B;2020-06-03;Demissão
222703;2017-02-23;Auxiliar de Limpeza B;2020-06-05;Demissão
232687;2019-11-04;Auxiliar de Limpeza B;2020-06-03;Demissão
227460;2018-06-20;Bombeiro Civil;2020-06-01;Demissão
232090;2019-08-09;Bombeiro Civil;2020-06-03;Demissão
228200;2018-08-13;Eletricista;2020-06-05;Demissão
227822;2018-07-27;Hidráulico;2020-06-05;Demissão
226961;2018-05-14;Encarregado de Serviços B;2020-06-08;Demissão
227432;2018-06-20;Auxiliar de Limpeza B;2020-06-05;Demissão
227473;2018-06-20;Auxiliar de Limpeza B;2020-06-05;Demissão
226568;2018-03-19;Supervisor de Serviços B;2020-06-05;Demissão
226763;2018-04-18;Auxiliar de Limpeza B;2020-06-05;Demissão
227441;2018-06-20;Auxiliar de Limpeza B;2020-06-05;Demissão
222473;2017-02-02;Auxiliar de Limpeza B;2020-06-05;Demissão
222457;2017-02-01;Auxiliar de Limpeza B;2020-06-05;Demissão
212843;2014-04-10;Pintor;2020-06-03;Demissão
227803;2018-07-27;Oficial de Manutenção;2020-06-05;Demissão
227461;2018-06-20;Fiscal de Mall;2020-06-03;Demissão
232866;2019-12-03;Fiscal de Mall;2020-06-03;Demissão
227394;2018-06-18;Fiscal de Mall;2020-06-03;Demissão
227451;2018-06-20;Fiscal de Mall Líder;2020-06-03;Demissão
227454;2018-06-20;Fiscal de Mall Líder;2020-06-03;Demissão
232865;2019-12-02;Fiscal de Mall;2020-06-03;Demissão
229413;2018-11-28;Fiscal de Mall Líder;2020-06-03;Demissão
223278;2017-04-18;Fiscal de Mall;2020-06-03;Demissão
227463;2018-06-20;Fiscal de Mall;2020-06-03;Demissão
231466;2019-06-18;Fiscal de Mall;2020-06-03;Demissão
232081;2019-08-09;Fiscal de Mall Líder;2020-06-03;Demissão
227425;2018-06-20;Auxiliar de Limpeza B;2020-06-05;Demissão
227447;2018-06-20;Bombeiro Civil;2020-06-03;Demissão
229090;2018-11-01;Bombeiro Civil;2020-06-03;Demissão
227788;2018-07-25;Auxiliar de Limpeza B;2020-06-05;Demissão
230622;2019-03-25;Auxiliar Administrativo B;2020-06-05;Demissão
233723;2020-03-17;Auxiliar de Manutenção Geral;2020-06-05;Demissão Antec. Contrato Experiência
231245;2019-05-17;Eletricista;2020-06-06;Demissão
232565;2019-10-08;Auxiliar Administrativo B;2020-06-08;Demissão
215292;2015-02-24;Hidráulico;2020-06-08;Demissão
224746;2017-09-11;Técnico em Eletrotécnica;2020-06-12;Demissão
230909;2019-04-15;Auxiliar de Manutenção Elétrica;2020-06-08;Demissão
